2,1,-0.355677825398743,-0.332896523643285,-0.0761887733824551
1,1,0.871688098181039,-0.152677836827934,0.0677415728569031
1,1,-0.661336218006909,0.632813113275915,-0.240501848515123
2,1,0.229822639841586,-0.266489149536937,-0.61296952702105
1,1,-0.980709732975811,-0.151118804235011,0.527520706411451
1,1,-0.137516504619271,0.812712496612221,0.700700015295297
1,1,0.0727485227398574,0.848083924502134,0.410615848377347
1,1,-0.480404626112431,-0.740962509531528,0.151230990886688
2,1,0.533206892199814,0.194525390397757,0.0245098164305091
2,1,0.166743481997401,0.571065472904593,-0.0353511124849319
2,1,-0.474082066211849,0.22584636323154,0.678512029815465
2,1,-0.503006672952324,0.132635386195034,-0.776256071869284
1,1,-0.761250127572566,-0.521455734968185,0.997069061733782
1,1,0.322984411846846,0.245856132358313,0.770014690235257
1,1,0.98360470822081,-0.523106771055609,0.812650616280735
2,1,0.512498778756708,0.279916620347649,-0.748916262295097
1,1,-0.0290931449271739,-0.152374609839171,0.809339796192944
1,1,-0.834836425259709,-0.829878505785018,-0.0798850008286536
1,1,0.52170418901369,0.457786687184125,0.416310212574899
1,1,0.903116618748754,-0.795227330643684,-0.0504128634929657
2,1,0.00554795656353235,0.339575082063675,0.666946668643504
2,1,-0.126417797524482,0.292926710098982,0.196592895314097
1,1,0.668010878842324,-0.499409249052405,-0.925220402423292
1,1,0.428615941200405,-0.862309159711003,0.136532347649336
1,1,-0.0449797576293349,0.755453336983919,0.979491111356765
1,1,0.440878001973033,0.864238389302045,0.453402609098703
2,1,-0.693496542982757,-0.0349411508068442,-0.719984627794474
1,1,0.600489161442965,0.111451130360365,-0.474893293343484
1,1,0.140761812217534,-0.460916462354362,-0.640540013089776
1,1,0.213283851742744,0.740482032299042,-0.968384947627783
1,1,0.898335671052337,-0.111556068994105,-0.65070189954713
1,1,0.356062946841121,0.808876918628812,0.586606942582875
2,1,0.709306060802191,0.910577072761953,0.10900133382529
